trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,53.0,false,0.0,0.0,0.0
1,53.0,false,0.0,0.0,0.0
2,53.0,false,0.0,0.0,0.0
3,53.0,false,0.0,0.0,0.0
4,53.0,false,1.0,0.0,0.0
5,53.0,false,1.0,0.0,0.0
6,53.0,false,0.0,0.0,0.0
7,53.0,false,0.0,0.0,0.0
8,53.0,false,0.0,0.0,0.0
9,53.0,false,1.0,0.0,0.0
