trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,89.0,false,11.0,0.0,0.0
1,89.0,false,11.0,0.0,0.0
2,89.0,false,11.0,0.0,0.0
3,89.0,false,11.0,0.0,0.0
4,89.0,false,11.0,0.0,0.0
5,89.0,false,11.0,0.0,0.0
6,89.0,false,3.0,0.0,0.0
7,89.0,false,11.0,0.0,0.0
8,89.0,true,48.0,0.0,0.0
9,89.0,false,11.0,0.0,0.0
