trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,83.0,false,31.0,1.0,0.0
1,83.0,false,29.0,1.0,0.0
2,83.0,false,0.0,1.0,0.0
3,83.0,false,13.0,1.0,0.0
4,83.0,false,29.0,1.0,1.0
5,83.0,false,2.0,1.0,0.0
6,83.0,false,30.0,1.0,1.0
7,83.0,false,5.0,1.0,0.0
8,83.0,false,2.0,1.0,0.0
9,83.0,false,5.0,1.0,1.0
