trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,2000.0,false,1.0,1.0,1.0
1,2000.0,false,1.0,1.0,1.0
2,2000.0,false,1.0,1.0,1.0
3,2000.0,false,1.0,1.0,1.0
4,2000.0,false,1.0,1.0,1.0
5,2000.0,false,1.0,1.0,1.0
6,2000.0,false,1.0,1.0,1.0
7,2000.0,false,1.0,1.0,1.0
8,2000.0,false,1.0,1.0,1.0
9,2000.0,false,1.0,1.0,1.0
