trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,11.0,false,1.0,2.0,0.0
1,11.0,false,1.0,2.0,2.0
2,11.0,false,1.0,1.0,1.0
3,11.0,false,31.0,2.0,0.0
4,11.0,false,1.0,2.0,1.0
5,11.0,false,1.0,1.0,0.0
6,11.0,false,1.0,2.0,0.0
7,11.0,false,1.0,1.0,1.0
8,11.0,false,1.0,2.0,1.0
9,11.0,false,1.0,1.0,1.0
