trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,473.0,true,1.0,1.0,1.0
1,473.0,true,1.0,1.0,1.0
2,473.0,true,1.0,1.0,1.0
3,473.0,true,1.0,1.0,1.0
4,473.0,true,1.0,1.0,1.0
5,473.0,true,1.0,1.0,1.0
6,473.0,true,1.0,1.0,1.0
7,473.0,true,1.0,1.0,1.0
8,473.0,true,1.0,1.0,1.0
9,473.0,true,1.0,1.0,1.0
