trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,901.0,true,1.0,1.0,1.0
1,901.0,true,1.0,1.0,1.0
2,901.0,true,1.0,1.0,1.0
3,901.0,true,1.0,1.0,1.0
4,901.0,true,1.0,1.0,1.0
5,901.0,true,1.0,1.0,1.0
6,901.0,true,1.0,1.0,1.0
7,901.0,true,1.0,1.0,1.0
8,901.0,true,1.0,1.0,1.0
9,901.0,true,1.0,1.0,1.0
