trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,380.0,true,1.0,1.0,1.0
1,380.0,true,1.0,1.0,1.0
2,380.0,true,1.0,1.0,1.0
3,380.0,true,1.0,1.0,1.0
4,380.0,true,1.0,1.0,1.0
5,380.0,true,1.0,1.0,1.0
6,380.0,true,1.0,1.0,1.0
7,380.0,true,1.0,1.0,1.0
8,380.0,true,1.0,1.0,1.0
9,380.0,true,1.0,1.0,1.0
