trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,245.0,false,false,false,20.0,11.0,7.0
1,245.0,false,false,false,20.0,0.0,3.0
2,245.0,false,false,false,20.0,14.0,4.0
3,245.0,false,false,false,20.0,8.0,4.0
4,245.0,false,false,false,20.0,8.0,3.0
