trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,2000.0,false,false,false,4.0,11.0,9.0
1,2000.0,false,false,false,2.0,9.0,13.0
2,2000.0,false,false,false,11.0,8.0,13.0
3,2000.0,false,false,false,10.0,13.0,8.0
4,2000.0,false,false,false,2.0,6.0,13.0
