trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,218.0,false,false,false,20.0,8.0,5.0
1,218.0,false,false,false,28.0,4.0,5.0
2,218.0,false,false,false,24.0,0.0,4.0
3,218.0,false,false,false,28.0,5.0,0.0
4,218.0,false,false,false,24.0,8.0,3.0
