trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,42.0,false,false,false,0.0,-1000.0,0.0
1,42.0,false,false,false,0.0,-1000.0,0.0
2,42.0,false,false,false,0.0,-1000.0,0.0
3,42.0,false,false,false,0.0,-1000.0,0.0
4,42.0,false,false,false,0.0,-1000.0,0.0
