trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,2000.0,false,false,false,17.0,18.0,10.0
1,2000.0,false,false,false,2.0,8.0,18.0
2,2000.0,false,false,false,2.0,13.0,10.0
3,2000.0,false,false,false,13.0,10.0,21.0
4,2000.0,false,false,false,2.0,18.0,18.0
