trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,188.0,false,false,false,0.0,0.0,0.0
1,188.0,false,false,false,0.0,0.0,0.0
2,188.0,false,false,false,0.0,0.0,0.0
3,188.0,false,false,false,0.0,0.0,0.0
4,188.0,false,false,false,0.0,0.0,0.0
