trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,243.0,false,false,false,25.0,16.0,5.0
1,243.0,false,false,false,24.0,16.0,3.0
2,243.0,false,false,false,28.0,14.0,7.0
3,243.0,false,false,false,28.0,13.0,9.0
4,243.0,false,false,false,24.0,16.0,4.0
