trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,19.0,false,false,false,0.0,0.0,0.0
1,19.0,false,false,false,0.0,0.0,0.0
2,19.0,false,false,false,0.0,0.0,0.0
3,19.0,false,false,false,0.0,0.0,0.0
4,19.0,false,false,false,0.0,0.0,0.0
