trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,263.0,false,false,false,0.0,0.0,0.0
1,263.0,false,false,false,0.0,0.0,0.0
2,263.0,false,false,false,0.0,0.0,0.0
3,263.0,false,false,false,0.0,0.0,0.0
4,263.0,false,false,false,0.0,0.0,0.0
