trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,2000.0,false,false,false,14.0,22.0,17.0
1,2000.0,false,false,false,18.0,21.0,17.0
2,2000.0,false,false,false,8.0,18.0,11.0
3,2000.0,false,false,false,8.0,19.0,18.0
4,2000.0,false,false,false,21.0,19.0,20.0
