trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,2000.0,false,false,false,14.0,10.0,11.0
1,2000.0,false,false,false,14.0,12.0,2.0
2,2000.0,false,false,false,14.0,14.0,12.0
3,2000.0,false,false,false,14.0,8.0,15.0
4,2000.0,false,false,false,5.0,13.0,8.0
