trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,1667.0,false,false,false,0.0,0.0,0.0
1,1667.0,false,false,false,0.0,0.0,0.0
2,1667.0,false,false,false,0.0,0.0,0.0
3,1667.0,false,false,false,0.0,0.0,0.0
4,1667.0,false,false,false,0.0,0.0,0.0
