trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,2000.0,false,false,false,3.0,16.0,16.0
1,2000.0,false,false,false,4.0,18.0,6.0
2,2000.0,false,false,false,4.0,15.0,17.0
3,2000.0,false,false,false,3.0,18.0,16.0
4,2000.0,false,false,false,4.0,15.0,12.0
