trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,2000.0,false,false,false,0.0,0.0,415250.0
1,2000.0,false,false,false,2.0,3.0,0.0
2,2000.0,false,false,false,1.0,0.0,0.0
3,2000.0,false,false,false,487500.0,0.0,2.0
4,2000.0,false,false,false,480250.0,323000.0,1.0
