trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,722.0,false,65.0,59.0,66.0
1,722.0,false,66.0,65.0,11.0
2,722.0,false,67.0,57.0,6.0
3,722.0,false,62.0,64.0,28.0
4,722.0,false,65.0,53.0,63.0
5,722.0,false,66.0,60.0,31.0
6,722.0,false,65.0,56.0,62.0
7,722.0,false,64.0,59.0,61.0
8,722.0,false,65.0,55.0,54.0
9,722.0,false,68.0,63.0,62.0
