trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,93.0,true,92.0,3.0,0.0
1,93.0,true,98.0,72.0,10.0
2,93.0,true,93.0,72.0,26.0
3,93.0,true,96.0,64.0,14.0
4,93.0,false,80.0,53.0,41.0
5,93.0,true,97.0,74.0,5.0
6,93.0,true,96.0,64.0,53.0
7,93.0,true,91.0,32.0,2.0
8,93.0,true,94.0,68.0,13.0
9,93.0,true,95.0,75.0,45.0
