trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,474.0,true,56.0,50.0,36.0
1,474.0,true,56.0,50.0,50.0
2,474.0,true,58.0,45.0,43.0
3,474.0,true,55.0,48.0,50.0
4,474.0,true,57.0,47.0,17.0
5,474.0,true,56.0,11.0,32.0
6,474.0,true,55.0,52.0,48.0
7,474.0,true,55.0,50.0,45.0
8,474.0,true,56.0,54.0,51.0
9,474.0,true,57.0,47.0,51.0
