trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,198.0,false,61.0,36.0,9.0
1,198.0,false,61.0,42.0,39.0
2,198.0,false,57.0,48.0,1.0
3,198.0,false,92.0,45.0,17.0
4,198.0,false,55.0,63.0,9.0
5,198.0,false,61.0,48.0,10.0
6,198.0,false,66.0,46.0,24.0
7,198.0,false,65.0,62.0,48.0
8,198.0,false,54.0,38.0,12.0
9,198.0,false,50.0,38.0,31.0
