trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,474.0,true,55.0,43.0,22.0
1,474.0,true,53.0,46.0,46.0
2,474.0,true,55.0,48.0,11.0
3,474.0,true,54.0,48.0,42.0
4,474.0,true,52.0,46.0,22.0
5,474.0,true,54.0,46.0,17.0
6,474.0,true,55.0,41.0,28.0
7,474.0,true,54.0,46.0,27.0
8,474.0,true,53.0,20.0,40.0
9,474.0,true,54.0,48.0,51.0
