trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,50.0,true,true,true,1313.0,69.0,663.0
1,50.0,true,true,true,1313.0,663.0,663.0
2,50.0,true,true,true,1313.0,663.0,1.0
3,50.0,true,true,true,1313.0,325.0,624.0
4,50.0,true,true,true,1313.0,1.0,1.0
