trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,2000.0,false,false,false,3986.0,0.0,3946.0
1,2000.0,false,false,false,3982.0,3960.0,3956.0
2,2000.0,false,false,false,3990.0,0.0,3548.0
3,2000.0,false,false,false,3986.0,0.0,0.0
4,2000.0,false,false,false,3964.0,0.0,0.0
