trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,18.0,true,true,true,1.0,1.0,1.0
1,18.0,true,true,true,1.0,1.0,1.0
2,18.0,true,true,true,1.0,1.0,1.0
3,18.0,true,true,true,1.0,1.0,1.0
4,18.0,true,true,true,1.0,1.0,1.0
