game, level, playable, do nothing steps, advanced wins, one step wins, random wins, advanced score, one step score, random score
game_7,game_7_level0, true,2000.0,0,0,0,0.0,0.0,0.0
game_7,game_7_level1, true,2000.0,0,0,0,684.8,0.0,0.0
game_7,game_7_level2, true,2000.0,0,0,0,73.6,0.0,0.0
game_7,game_7_level3, true,2000.0,0,0,0,25.6,0.0,0.0
game_7,game_7_level4, true,2000.0,0,0,0,0.0,0.0,0.0
game_14,game_14_level0, true,2000.0,0,0,0,0.0,0.0,0.0
game_14,game_14_level1, true,2000.0,0,0,0,0.0,0.0,0.0
game_14,game_14_level2, true,2000.0,0,0,0,0.0,0.0,0.0
game_14,game_14_level3, true,2000.0,0,0,0,777.8,3.0,3.0
game_14,game_14_level4, true,2000.0,0,0,0,0.0,0.0,0.0
