trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,2000.0,false,false,false,0.0,0.0,0.0
1,2000.0,false,false,false,-17630.0,-19180.0,-16630.0
2,2000.0,false,false,false,0.0,-18670.0,0.0
3,2000.0,false,false,false,0.0,-840.0,0.0
4,2000.0,false,false,false,0.0,0.0,0.0
