trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,2000.0,false,false,false,0.0,-18380.0,0.0
1,2000.0,false,false,false,0.0,0.0,0.0
2,2000.0,false,false,false,0.0,-18840.0,-18130.0
3,2000.0,false,false,false,0.0,0.0,-18640.0
4,2000.0,false,false,false,-16690.0,-18520.0,-18240.0
