trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,2000.0,false,false,false,75.0,75.0,80.0
1,2000.0,false,false,false,75.0,65.0,60.0
2,2000.0,false,false,false,80.0,70.0,65.0
3,2000.0,false,false,false,75.0,80.0,70.0
4,2000.0,false,false,false,80.0,75.0,65.0
