trial, do nothing steps, advanced win, one-step win, random win, advanced score, one step scores, random score
0,2000.0,false,false,false,1982.0,1901.0,1945.0
1,2000.0,false,false,false,1955.0,1910.0,569.0
2,2000.0,false,false,false,0.0,0.0,1731.0
3,2000.0,false,false,false,1985.0,0.0,0.0
4,2000.0,false,false,false,1978.0,1627.0,0.0
