trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,2000.0,true,13.0,728.0,638.0
1,2000.0,true,10.0,743.0,63.0
2,2000.0,true,10.0,725.0,55.0
3,2000.0,true,12.0,387.0,642.0
4,2000.0,true,12.0,735.0,642.0
5,2000.0,true,11.0,291.0,623.0
6,2000.0,true,10.0,711.0,464.0
7,2000.0,true,10.0,325.0,619.0
8,2000.0,true,10.0,693.0,39.0
9,2000.0,true,15.0,741.0,515.0
