trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,2000.0,true,39.0,770.0,740.0
1,2000.0,true,28.0,789.0,746.0
2,2000.0,true,27.0,774.0,719.0
3,2000.0,true,26.0,797.0,719.0
4,2000.0,true,38.0,771.0,729.0
5,2000.0,true,24.0,787.0,731.0
6,2000.0,true,26.0,800.0,713.0
7,2000.0,true,26.0,821.0,729.0
8,2000.0,true,42.0,814.0,731.0
9,2000.0,true,30.0,775.0,718.0
