trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,2000.0,true,31.0,754.0,651.0
1,2000.0,true,24.0,760.0,672.0
2,2000.0,true,39.0,776.0,685.0
3,2000.0,true,32.0,759.0,654.0
4,2000.0,true,48.0,759.0,680.0
5,2000.0,true,24.0,760.0,677.0
6,2000.0,true,43.0,764.0,672.0
7,2000.0,true,27.0,760.0,664.0
8,2000.0,true,27.0,769.0,689.0
9,2000.0,true,27.0,749.0,694.0
