trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,2000.0,true,72.0,824.0,765.0
1,2000.0,true,62.0,839.0,787.0
2,2000.0,true,51.0,831.0,758.0
3,2000.0,true,129.0,843.0,794.0
4,2000.0,true,113.0,843.0,765.0
5,2000.0,true,45.0,823.0,779.0
6,2000.0,true,35.0,824.0,765.0
7,2000.0,true,45.0,829.0,774.0
8,2000.0,true,55.0,839.0,762.0
9,2000.0,true,47.0,849.0,778.0
