trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,2000.0,true,29.0,794.0,745.0
1,2000.0,true,20.0,828.0,701.0
2,2000.0,true,20.0,829.0,723.0
3,2000.0,true,27.0,821.0,715.0
4,2000.0,true,26.0,839.0,731.0
5,2000.0,true,27.0,824.0,730.0
6,2000.0,true,29.0,813.0,724.0
7,2000.0,true,20.0,814.0,722.0
8,2000.0,true,24.0,817.0,735.0
9,2000.0,true,34.0,817.0,724.0
