trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,2000.0,true,20.0,717.0,638.0
1,2000.0,true,24.0,727.0,610.0
2,2000.0,true,26.0,696.0,647.0
3,2000.0,true,24.0,712.0,669.0
4,2000.0,true,24.0,710.0,640.0
5,2000.0,true,18.0,723.0,660.0
6,2000.0,true,24.0,690.0,633.0
7,2000.0,true,31.0,690.0,608.0
8,2000.0,true,28.0,704.0,655.0
9,2000.0,true,30.0,707.0,615.0
