trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,2000.0,true,31.0,847.0,742.0
1,2000.0,true,25.0,861.0,769.0
2,2000.0,true,38.0,845.0,751.0
3,2000.0,true,27.0,844.0,755.0
4,2000.0,true,23.0,845.0,757.0
5,2000.0,true,41.0,865.0,761.0
6,2000.0,true,27.0,844.0,747.0
7,2000.0,true,25.0,854.0,758.0
8,2000.0,true,25.0,829.0,780.0
9,2000.0,true,35.0,854.0,758.0
