trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,2000.0,true,9.0,81.0,115.0
1,2000.0,true,7.0,31.0,30.0
2,2000.0,true,9.0,157.0,9.0
3,2000.0,true,10.0,86.0,68.0
4,2000.0,true,9.0,11.0,49.0
5,2000.0,true,8.0,66.0,106.0
6,2000.0,true,9.0,45.0,26.0
7,2000.0,true,9.0,114.0,14.0
8,2000.0,true,10.0,7.0,55.0
9,2000.0,true,7.0,74.0,23.0
