Do Nothing Steps, Advanced Win Rate, Advanced Score, One Step Score, Random Score
620.0,1,92.0,83.5,27.5
17.0,0,9.0,6.0,-1.0
0.0,1,1.0,1.0,1.0
214.0,1,112.0,53.5,58.5
683.0,1,67.0,48.5,51.0
116.0,0,106.5,32.0,22.5
683.0,1,68.0,52.0,40.0
587.0,1,62.0,46.5,41.5
587.0,1,62.5,51.0,40.5
0.0,1,1.0,1.0,1.0
