trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,141.0,true,49.0,46.0,39.0
1,141.0,true,50.0,41.0,40.0
2,141.0,true,50.0,42.0,35.0
3,141.0,true,48.0,24.0,34.0
4,141.0,true,49.0,44.0,44.0
5,141.0,true,52.0,48.0,49.0
6,141.0,true,51.0,49.0,15.0
7,141.0,true,49.0,49.0,15.0
8,141.0,true,50.0,45.0,45.0
9,141.0,true,49.0,44.0,45.0
