trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,2000.0,false,15.0,20.0,8.0
1,2000.0,false,15.0,26.0,1.0
2,2000.0,false,17.0,28.0,16.0
3,2000.0,false,16.0,25.0,28.0
4,2000.0,false,15.0,25.0,24.0
5,2000.0,false,14.0,19.0,27.0
6,2000.0,false,16.0,24.0,26.0
7,2000.0,false,14.0,16.0,29.0
8,2000.0,false,16.0,20.0,6.0
9,2000.0,false,15.0,20.0,7.0
