trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,689.0,false,58.0,56.0,16.0
1,689.0,false,61.0,53.0,46.0
2,689.0,false,61.0,52.0,49.0
3,689.0,false,58.0,49.0,11.0
4,689.0,false,60.0,60.0,56.0
5,689.0,false,60.0,50.0,17.0
6,689.0,false,60.0,47.0,29.0
7,689.0,false,61.0,48.0,28.0
8,689.0,false,61.0,49.0,22.0
9,689.0,false,62.0,49.0,44.0
