trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,749.0,true,66.0,56.0,31.0
1,749.0,true,69.0,57.0,34.0
2,749.0,true,68.0,57.0,33.0
3,749.0,true,69.0,17.0,59.0
4,749.0,true,67.0,52.0,53.0
5,749.0,true,70.0,57.0,53.0
6,749.0,true,67.0,59.0,54.0
7,749.0,true,69.0,59.0,58.0
8,749.0,true,66.0,55.0,57.0
9,749.0,true,63.0,61.0,39.0
