trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,683.0,true,70.0,58.0,11.0
1,683.0,true,66.0,63.0,34.0
2,683.0,true,67.0,54.0,26.0
3,683.0,true,70.0,53.0,28.0
4,683.0,true,69.0,55.0,19.0
5,683.0,true,68.0,62.0,59.0
6,683.0,true,69.0,58.0,57.0
7,683.0,true,68.0,57.0,61.0
8,683.0,true,68.0,55.0,28.0
9,683.0,true,70.0,57.0,49.0
