trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,677.0,true,61.0,45.0,45.0
1,677.0,true,61.0,50.0,11.0
2,677.0,true,59.0,8.0,3.0
3,677.0,true,59.0,18.0,48.0
4,677.0,true,60.0,52.0,22.0
5,677.0,true,60.0,52.0,46.0
6,677.0,true,61.0,50.0,35.0
7,677.0,true,60.0,49.0,7.0
8,677.0,true,59.0,54.0,9.0
9,677.0,true,61.0,48.0,37.0
