trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,141.0,true,65.0,48.0,52.0
1,141.0,true,65.0,50.0,51.0
2,141.0,true,65.0,52.0,51.0
3,141.0,true,63.0,51.0,56.0
4,141.0,true,62.0,54.0,57.0
5,141.0,true,65.0,52.0,15.0
6,141.0,true,64.0,48.0,37.0
7,141.0,true,66.0,51.0,61.0
8,141.0,true,64.0,56.0,50.0
9,141.0,true,63.0,52.0,57.0
