trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,141.0,true,67.0,53.0,39.0
1,141.0,true,67.0,52.0,21.0
2,141.0,true,68.0,48.0,47.0
3,141.0,true,66.0,60.0,48.0
4,141.0,true,67.0,60.0,59.0
5,141.0,true,68.0,57.0,56.0
6,141.0,true,67.0,51.0,40.0
7,141.0,true,69.0,51.0,48.0
8,141.0,true,68.0,53.0,29.0
9,141.0,true,69.0,56.0,50.0
