trial, do nothing steps, advanced win, advanced score, one step scores, random score
0,261.0,true,98.0,89.0,48.0
1,261.0,true,99.0,87.0,29.0
2,261.0,true,97.0,92.0,27.0
3,261.0,true,99.0,91.0,74.0
4,261.0,true,99.0,96.0,48.0
5,261.0,true,98.0,50.0,86.0
6,261.0,true,97.0,90.0,64.0
7,261.0,true,98.0,90.0,8.0
8,261.0,true,99.0,91.0,11.0
9,261.0,true,96.0,89.0,24.0
