Do Nothing Steps, Advanced Win Rate, Advanced Score, One Step Score, Random Score
264.0,1,59.5,27.0,41.0
252.0,0,57.0,48.5,26.5
0.0,1,1.0,1.0,1.0
758.0,1,63.0,56.0,33.0
