Do Nothing Steps, Advanced Win Rate, Advanced Score, One Step Score, Random Score
2000.0,1,32.2,761.0,673.8
2000.0,1,10.9,639.9,371.1
2000.0,1,9.6,193.4,183.8
2000.0,1,65.4,834.4,772.7
2000.0,1,27.0,708.5,638.8
2000.0,1,37.7,887.1,793.3
2000.0,1,23.2,720.9,637.5
2000.0,1,69.5,782.8,716.2
2000.0,1,17.0,652.4,591.7
2000.0,1,24.7,779.5,698.0
2000.0,1,25.1,750.0,684.7
2000.0,1,7.7,123.4,113.3
2000.0,1,15.4,651.2,693.0
2000.0,1,40.0,789.8,704.5
2000.0,1,9.0,280.4,173.6
