Do Nothing Steps, Advanced Win Rate, Advanced Score, One Step Score, Random Score
1000.0,0,0.0,0.0,0.0
1000.0,0,0.0,0.0,0.0
0.0,1,1.0,1.0,1.0
0.0,0,0.0,0.0,0.0
0.0,1,1.0,1.0,1.0
0.0,0,0.0,0.0,0.0
1000.0,0,0.1,0.1,0.0
1000.0,0,0.0,0.0,0.0
368.0,0,0.5,0.7,0.9
552.0,0,0.6,0.5,0.5
1000.0,0,0.0,0.0,0.0
1000.0,0,0.8,0.8,0.7
400.0,1,1.0,0.7,1.0
1000.0,0,0.0,0.0,0.0
1000.0,0,0.0,0.0,0.0
