Do Nothing Steps, Advanced Win Rate, Advanced Score, One Step Score, Random Score
1000.0,0,0.0,0.0,0.0
1000.0,0,0.0,0.0,0.0
592.0,0,0.1,0.1,0.1
770.0,0,0.8,0.8,1.0
1000.0,0,0.0,0.0,0.0
0.0,0,0.0,0.0,0.0
0.0,1,1.0,1.0,1.0
1000.0,0,0.2,0.2,0.2
380.0,1,1.0,1.0,1.0
473.0,1,1.0,1.0,1.0
1000.0,0,0.0,0.1,0.1
1000.0,0,0.0,0.0,0.0
1000.0,0,0.0,0.0,0.0
901.0,1,1.0,1.0,1.0
1000.0,0,0.0,0.0,0.1
