Do Nothing Steps, Advanced Win Rate, Advanced Score, One Step Score, Random Score
403.0,1,92.4,68.2,21.1
345.0,1,54.1,49.8,32.0
202.0,1,98.7,85.6,67.4
474.0,1,70.4,46.4,41.3
0.0,1,1.0,1.0,1.0
107.0,0,11.0,1.9,1.6
363.0,1,133.5,103.2,77.7
0.0,1,1.0,1.0,1.0
0.0,1,1.0,1.0,1.0
471.0,1,66.5,48.4,34.9
242.0,1,174.9,121.0,42.8
591.0,1,62.2,47.0,35.5
0.0,1,1.0,1.0,1.0
2000.0,0,15.3,22.3,17.2
677.0,1,60.1,42.6,26.3
