Do Nothing Steps, Advanced Win Rate, Advanced Score, One Step Score, Random Score
0.0,1,1.0,1.0,1.0
0.0,1,1.0,1.0,1.0
31.0,0,15.7,0.0,0.3
191.0,0,0.5,0.0,0.0
0.0,1,1.0,1.0,1.0
2000.0,0,0.0,0.0,0.0
245.0,0,27.9,0.0,1.3
43.0,0,6.8,0.0,0.1
0.0,1,1.0,1.0,1.0
17.0,1,10.0,9.0,3.0
41.0,0,7.4,10.0,0.0
47.0,0,15.0,4.0,0.4
15.0,0,5.3,6.0,0.0
71.0,0,14.2,0.0,0.0
471.0,0,0.0,0.0,0.0
