Do Nothing Steps, Advanced Win Rate, Advanced Score, One Step Score, Random Score
2000.0,1,5.2,47.6,61.5
2000.0,1,11.8,486.7,455.4
2000.0,1,23.2,762.2,673.3
2000.0,1,67.8,757.2,706.6
2000.0,1,28.7,762.6,678.6
2000.0,1,80.6,869.1,796.1
2000.0,1,8.5,133.5,168.9
2000.0,1,58.9,809.8,742.7
2000.0,1,90.3,823.6,762.3
2000.0,1,19.8,662.3,593.4
2000.0,1,26.6,814.9,724.8
2000.0,1,8.7,67.2,49.5
2000.0,1,62.8,873.3,804.5
2000.0,1,11.3,607.9,430.0
2000.0,1,20.6,628.8,566.3
