Do Nothing Steps, Advanced Win Rate, Advanced Score, One Step Score, Random Score
1000.0,0,0.0,0.0,-1.0
0.0,1,1.0,1.0,1.0
0.0,1,1.0,1.0,1.0
1000.0,1,1.0,0.0,0.2
1000.0,1,1.0,-0.3,-1.0
0.0,1,1.0,1.0,1.0
1000.0,0,0.0,0.0,0.0
0.0,1,1.0,1.0,1.0
1000.0,0,0.0,-0.4,-0.9
0.0,1,1.0,1.0,1.0
0.0,1,1.0,1.0,1.0
0.0,1,1.0,1.0,1.0
1000.0,0,1.7,0.0,-0.5
1000.0,0,0.0,0.0,-1.0
0.0,1,1.0,1.0,0.0
