Do Nothing Steps, Advanced Win Rate, Advanced Score, One Step Score, Random Score
2000.0,1,30.6,789.8,727.5
2000.0,1,8.7,143.5,155.9
2000.0,1,13.5,552.5,505.2
2000.0,1,30.5,713.7,633.3
2000.0,1,65.7,889.5,824.2
2000.0,1,6.8,103.8,111.5
2000.0,1,32.4,838.3,752.2
2000.0,1,22.5,754.1,689.8
2000.0,1,8.2,69.7,59.4
2000.0,1,97.3,864.6,798.7
2000.0,1,10.6,393.4,423.8
2000.0,1,32.2,889.7,795.0
2000.0,1,15.2,721.0,611.6
2000.0,1,29.8,712.1,645.3
2000.0,1,37.1,846.8,754.1
