Do Nothing Steps, Advanced Win Rate, Advanced Score, One Step Score, Random Score
2000.0,1,33.0,817.0,724.5
2000.0,1,16.6,657.0,596.6
2000.0,1,8.0,89.4,106.4
2000.0,1,24.6,665.0,558.7
2000.0,1,24.9,707.6,637.5
2000.0,1,22.4,716.4,645.2
2000.0,1,29.7,848.8,757.8
2000.0,1,25.6,819.6,725.0
2000.0,1,25.0,750.5,671.6
2000.0,1,74.8,795.9,722.4
2000.0,1,6.6,70.9,49.6
2000.0,1,14.4,473.2,486.7
2000.0,1,24.6,780.8,697.1
2000.0,1,11.9,521.3,456.0
2000.0,1,24.4,807.8,717.1
