Do Nothing Steps, Advanced Win Rate, Advanced Score, One Step Score, Random Score
0.0,1,1.0,1.0,1.0
0.0,1,1.0,1.0,1.0
77.0,0,5.9,0.0,0.3
0.0,1,1.0,1.0,1.0
0.0,1,1.0,1.0,1.0
0.0,1,1.0,1.0,1.0
29.0,0,12.9,0.0,0.0
41.0,0,10.7,0.0,0.0
0.0,1,1.0,1.0,1.0
3.0,1,10.0,9.0,0.5
0.0,1,1.0,1.0,1.0
0.0,1,1.0,1.0,0.9
43.0,0,1.4,0.0,0.0
0.0,1,1.0,1.0,1.0
0.0,1,1.0,1.0,1.0
